RL-GNN-STREET,REUR
5,2
8,4
6,4
9,2
10,3
11,3
7,4
10,2
7,2
2,10
11,2
6,8
7,2
3,3
5,2
10,5
8,8
4,7
5,3
8,4
6,7
4,6
6,6
9,2
5,5
4,2
10,2
8,5
3,3
8,2
10,3
8,3
7,3
6,4
2,4
7,2
9,3
6,4
7,6
4,2
10,3
10,4
8,2
2,6
10,6
7,6
6,4
10,2
6,2
10,2
9,2
11,2
10,2
4,8
10,2
4,4
6,4
10,4
4,5
5,2
9,5
10,4
7,3
5,2
8,3
4,3
8,4
5,7
9,3
9,2
6,3
9,3
9,4
7,5
5,4
11,3
5,4
4,2
5,4
10,4
10,2
5,4
3,7
2,2
3,2
5,5
4,4
7,5
9,2
10,2
8,2
8,2
7,6
10,3
11,2
7,2
6,2
6,2
4,7
10,4
10,4
7,5
10,4
10,3
11,3
8,2
7,3
7,4
5,3
6,3
10,2
11,4
5,6
6,4
5,6
11,2
3,2
10,3
5,5
11,2
9,4
6,4
10,2
10,4
8,3
8,3
10,4
10,2
5,3
7,2
10,2
4,2
6,2
6,2
11,2
10,5
8,5
10,5
8,4
8,8
7,3
7,2
8,8
3,10
11,2
10,2
6,2
9,4
10,4
10,3
8,3
7,3
10,2
5,4
9,6
8,3
4,2
10,2
9,3
10,3
3,3
7,3
10,2
10,3
10,3
10,3
9,5
10,4
10,2
10,2
10,3
5,7
10,3
8,3
3,2
5,2
10,2
10,2
7,2
10,2
8,3
5,5
10,2
6,3
6,2
6,5
6,2
10,4
10,2
10,3
10,3
7,3
10,3
10,3
7,10
10,2
4,2
9,2
11,2
4,2
7,3
7,2
10,2
11,2
10,3
10,4
8,7
2,7
5,3
10,4
4,2
3,3
10,7
10,2
5,5
10,2
10,3
8,2
10,3
9,3
10,2
5,5
7,2
8,4
10,2
4,4
9,2
9,3
11,4
10,2
10,2
10,2
10,2
11,3
7,3
10,3
9,3
10,2
10,2
10,2
8,2
9,2
4,5
5,2
11,2
10,3
10,3
6,4
10,2
11,3
10,4
8,4
7,7
10,2
7,2
6,7
11,2
11,2
9,4
10,3
10,3
10,2
10,2
10,3
10,5
10,4
9,3
10,4
10,2
11,2
10,2
10,2
10,2
10,2
10,3
6,3
7,4
8,2
10,2
10,2
4,2
9,3
8,3
10,4
6,5
10,2
11,3
10,2
6,3
10,2
10,2
9,2
10,2
7,4
7,4
10,2
10,4
11,3
10,2
6,4
8,2
9,2
4,4
7,7
4,5
10,2
10,2
8,3
7,4
5,10
4,4
10,3
10,2
10,3
9,2
4,2
11,2
10,3
9,2
10,2
5,2
7,5
7,4
7,3
9,4
6,4
11,3
8,2
4,3
6,5
11,2
4,6
10,2
9,2
9,3
11,3
8,6
7,4
10,2
10,3
7,4
7,2
6,3
11,2
5,5
10,2
10,3
9,3
6,3
11,2
10,2
10,2
8,5
8,3
9,6
10,2
9,2
3,4
10,3
3,5
5,4
7,4
11,2
8,2
7,9
10,2
5,2
10,2
11,2
4,2
10,4
3,5
8,5
10,2
5,7
10,2
10,3
9,2
9,2
10,2
11,3
10,2
6,4
3,10
8,2
10,3
11,2
11,4
6,3
9,2
10,2
9,3
5,7
10,2
5,4
10,2
11,2
5,8
10,2
9,2
10,4
10,2
10,3
10,2
10,3
9,5
10,2
11,2
10,2
11,2
6,2
11,2
10,3
10,3
6,2
11,3
10,2
10,2
10,3
8,3
10,4
5,6
4,5
10,3
10,2
10,2
7,5
10,2
10,2
4,7
9,6
10,2
8,3
10,2
10,2
10,4
10,2
10,2
7,3
10,2
8,5
6,3
6,6
9,4
11,2
10,4
9,2
10,4
6,2
10,3
8,10
10,2
5,2
9,3
8,3
10,3
5,2
10,2
10,2
10,2
10,2
11,2
10,2
8,3
11,2
10,4
5,9
11,2
8,3
3,5
6,2
6,2
10,2
10,2
10,2
11,2
8,2
10,2
10,2
7,3
10,2
4,2
10,2
10,2
10,2
10,4
10,2
11,4
8,2
10,3
4,2
10,2
9,4
8,3
10,2
8,8
10,2
8,2
10,7
11,2
11,2
10,3
11,2
11,4
11,3
10,2
6,4
10,2
9,5
10,2
11,2
10,2
11,2
10,4
10,2
11,3
5,2
8,5
10,3
10,2
9,2
11,2
10,2
10,2
10,2
11,2
10,2
10,2
8,4
7,2
10,3
8,2
10,2
10,5
8,3
10,2
10,3
7,2
10,5
4,3
11,2
8,2
10,2
11,2
11,2
10,2
7,5
10,3
10,3
7,5
10,2
9,2
11,2
11,2
9,2
11,3
10,2
8,2
9,4
11,4
8,2
7,3
10,2
5,4
10,3
11,2
10,2
10,2
4,2
4,3
10,3
10,2
10,3
10,2
10,4
10,2
10,3
10,2
5,2
10,4
10,3
11,3
11,2
8,3
10,4
2,3
11,3
10,2
11,3
11,2
8,3
11,2
11,3
4,2
10,2
6,4
10,2
4,4
10,2
10,2
11,2
4,3
10,3
10,2
10,6
10,4
10,2
10,3
10,2
10,4
10,3
10,2
9,5
10,2
10,2
9,2
10,2
10,2
10,2
11,2
10,2
10,2
9,3
11,2
10,3
11,2
10,3
10,2
10,2
11,2
9,2
10,2
10,2
10,2
11,2
10,2
10,2
6,2
