RL-GNN-STREET,REUR
10,2
6,4
7,6
3,3
7,3
6,5
10,2
4,10
7,3
5,5
6,2
4,10
10,2
10,3
7,4
10,2
3,5
10,4
5,8
10,2
9,5
2,7
9,2
6,7
7,2
10,2
10,2
9,2
6,3
8,3
11,2
6,2
3,3
7,2
3,3
7,2
7,5
8,2
7,7
5,9
5,3
6,5
5,5
6,2
8,2
8,3
6,2
5,4
10,3
8,6
6,4
10,2
11,3
10,3
6,4
11,2
11,2
3,3
5,2
10,3
5,3
10,3
8,2
8,2
9,2
4,4
4,8
10,6
10,2
7,5
11,2
5,4
9,4
4,4
8,2
4,7
11,3
6,3
10,2
7,2
6,4
9,2
4,4
7,4
6,9
4,4
6,6
10,7
10,2
10,4
10,2
3,4
10,2
7,2
10,3
10,2
6,4
8,2
10,2
10,2
10,3
4,5
7,3
7,8
10,2
10,4
7,2
10,5
10,6
5,5
4,5
3,6
7,3
7,5
9,2
2,6
7,3
8,4
10,2
5,4
7,2
4,8
9,3
8,2
10,2
11,5
11,2
9,3
10,2
11,2
10,2
6,3
10,3
10,2
7,2
10,2
10,5
10,2
10,2
10,2
10,3
10,2
11,4
10,2
8,2
10,2
11,4
10,2
6,8
7,4
10,2
10,2
8,6
10,2
5,3
7,2
10,3
10,2
11,2
4,5
2,7
10,2
6,8
7,7
10,3
7,3
11,2
10,4
11,2
6,6
11,5
11,2
6,4
9,5
10,2
10,2
10,2
11,2
8,4
6,2
8,6
7,10
10,3
7,4
7,4
10,2
5,7
10,2
10,6
10,2
11,2
8,6
11,2
8,3
10,2
10,2
7,6
10,3
10,2
11,4
