RL-GNN-STREET,REUR
10,3
10,2
10,2
3,6
10,3
8,4
10,3
8,7
10,2
10,3
10,2
10,2
11,2
11,2
6,2
11,2
10,3
10,4
7,4
11,4
10,2
4,3
11,2
10,2
10,2
10,2
5,3
10,2
6,4
10,2
10,2
7,3
10,2
10,2
10,2
8,3
7,4
10,3
11,2
7,3
8,3
10,2
7,2
10,3
11,3
5,2
10,4
10,2
10,2
11,2
2,7
10,2
7,2
10,2
10,2
10,2
9,6
10,2
10,3
8,4
10,4
10,2
10,3
6,2
10,4
11,4
9,2
5,4
11,3
6,3
10,2
8,4
7,7
10,2
10,2
6,4
6,2
8,2
10,2
9,4
10,2
11,2
6,2
9,4
10,2
10,4
10,2
6,2
10,2
11,7
10,4
10,3
11,2
10,2
11,4
4,7
10,2
10,3
10,7
10,4
8,2
10,4
5,3
10,2
10,3
10,2
7,2
10,2
8,2
10,2
9,4
10,3
10,2
10,2
10,2
10,4
6,3
7,3
11,3
10,2
10,2
4,2
10,2
10,3
10,2
8,4
10,3
7,3
9,2
10,2
10,4
10,2
10,2
10,2
10,2
10,2
8,2
10,2
10,2
10,3
10,2
5,3
10,2
11,2
8,2
10,2
10,3
10,3
9,5
10,2
9,2
7,2
10,2
7,3
7,2
7,2
10,2
10,3
11,2
8,2
10,6
7,3
10,2
9,3
4,6
9,2
10,2
10,2
9,2
10,7
10,2
10,2
6,5
10,2
10,2
10,3
10,3
10,2
9,3
10,3
8,2
11,2
7,4
10,2
10,2
6,3
10,3
9,3
10,2
10,2
10,2
10,3
10,3
9,7
11,2
10,4
10,2
9,5
10,2
8,2
10,2
10,2
11,3
10,2
9,2
11,2
10,3
10,2
10,2
10,2
3,5
8,2
9,4
10,2
10,2
11,3
10,3
10,3
10,2
10,3
7,2
10,3
7,4
11,4
11,2
9,5
8,2
10,2
10,2
10,4
8,3
10,2
7,5
10,3
9,2
3,6
10,2
10,2
5,2
4,6
9,6
6,5
11,3
10,2
10,2
9,2
7,4
10,4
10,2
8,3
5,5
5,4
10,3
7,3
6,6
10,2
4,2
10,3
11,3
7,2
10,3
11,2
10,3
10,2
10,2
10,2
10,2
10,2
7,6
10,2
10,2
10,2
10,4
9,2
9,2
10,2
10,2
10,3
10,2
8,3
7,3
2,4
10,2
11,3
10,3
10,2
10,2
10,2
10,3
11,3
10,2
10,3
3,4
10,2
7,4
8,2
8,3
10,2
9,3
11,3
11,2
10,3
10,2
7,4
10,2
4,5
11,2
10,3
8,3
8,2
6,2
10,2
3,10
8,4
10,3
10,3
10,2
6,2
10,3
10,4
10,2
8,5
10,2
10,3
10,5
10,2
10,2
11,2
11,2
10,3
10,3
10,2
10,3
10,2
7,4
10,2
11,2
10,2
4,7
11,6
4,3
10,2
10,2
10,2
7,2
11,2
10,2
11,2
9,2
10,2
11,2
10,2
10,2
4,3
5,2
7,5
10,2
10,2
10,2
10,3
7,4
5,3
10,2
11,2
4,10
3,3
10,3
11,3
11,3
11,2
7,4
11,2
11,2
10,3
11,4
10,2
7,2
11,3
10,3
5,5
10,6
10,2
7,4
10,2
10,4
3,2
6,4
10,2
6,2
11,2
10,3
11,2
10,2
10,4
10,2
11,3
3,2
10,2
5,2
4,6
10,2
11,4
10,3
10,2
4,2
10,2
10,3
10,5
11,2
4,2
10,2
6,2
10,2
10,2
11,2
11,2
5,9
10,2
10,3
6,2
4,4
10,3
7,3
2,2
10,2
11,2
10,2
6,2
10,2
11,2
11,2
11,2
10,2
11,2
10,2
10,5
10,7
10,2
10,3
10,2
9,3
9,3
7,3
10,2
10,4
9,4
7,2
8,2
10,2
10,5
4,2
10,3
10,2
10,5
10,2
8,2
10,2
10,2
10,2
10,4
3,11
11,2
11,2
10,3
10,8
11,2
10,2
10,4
10,6
10,2
11,4
10,2
10,2
11,4
7,5
10,2
10,3
10,2
10,2
6,2
3,7
9,4
11,2
8,4
10,3
11,2
11,2
5,3
8,2
10,4
3,2
4,3
10,2
10,4
3,9
11,2
10,2
3,10
11,2
10,3
7,2
11,2
7,5
10,2
3,5
10,3
11,3
10,3
10,5
10,2
11,2
11,4
10,2
10,4
11,2
6,3
11,2
10,3
10,2
8,6
11,2
11,2
10,5
9,2
10,5
9,2
10,3
10,2
10,2
10,2
10,2
10,2
10,4
7,4
11,2
10,3
10,2
8,3
10,2
10,3
11,2
8,3
10,3
11,4
11,2
10,2
9,2
10,2
10,3
10,2
10,3
10,2
10,5
10,2
10,4
10,2
10,2
10,2
10,3
10,3
11,2
