0,40.0,0.0,6.666666666666667
1,40.0,13.333333333333334,0.0
2,66.66666666666666,20.0,0.0
3,93.33333333333333,53.333333333333336,0.0
4,80.0,46.666666666666664,0.0
5,100.0,100.0,33.33333333333333
6,93.33333333333333,86.66666666666667,0.0
7,93.33333333333333,80.0,20.0
8,100.0,46.666666666666664,6.666666666666667
9,86.66666666666667,100.0,20.0
10,93.33333333333333,80.0,0.0
11,80.0,60.0,0.0
12,73.33333333333333,33.33333333333333,33.33333333333333
13,86.66666666666667,60.0,0.0
14,60.0,40.0,6.666666666666667
15,100.0,86.66666666666667,6.666666666666667
16,93.33333333333333,80.0,13.333333333333334
17,86.66666666666667,80.0,20.0
18,93.33333333333333,73.33333333333333,13.333333333333334
19,93.33333333333333,80.0,20.0
20,100.0,86.66666666666667,0.0
21,73.33333333333333,66.66666666666666,6.666666666666667
22,93.33333333333333,80.0,13.333333333333334
23,100.0,26.666666666666668,13.333333333333334
24,100.0,80.0,33.33333333333333
