0,0,0,0,0,0,0,10,-2,-1,-2,-1,0,1
1,0,0,0,0,0,0,10,-2,-1,-2,-1,0,1
2,0,0,0,0,0,0,10,3,11,-2,-1,1,2
3,0,0,0,0,0,3,11,-2,-1,-2,-1,1,1
4,0,0,0,0,0,3,11,2,10,-2,-1,0,2
5,0,0,0,0,0,2,10,-2,-1,-2,-1,0,1
6,0,0,0,0,0,2,10,-2,-1,-2,-1,1,1
7,0,0,0,0,0,4,3,-2,-1,-2,-1,3,1
8,0,0,0,0,0,0,10,4,3,-2,-1,3,2
9,0,0,0,0,0,0,10,4,3,0,3,0,3
10,0,0,0,0,0,0,10,3,11,0,3,0,3
11,0,0,0,0,0,3,11,0,3,0,4,0,3
12,0,0,0,0,0,3,11,2,10,0,4,0,3
13,0,0,0,0,0,2,10,0,4,3,2,0,3
14,0,0,0,0,0,2,10,3,2,-2,-1,1,2
15,0,0,0,0,0,3,2,-2,-1,-2,-1,0,1
16,0,0,0,0,0,1,5,-2,-1,-2,-1,4,1
17,0,0,0,0,0,4,3,1,5,-2,-1,0,2
18,0,0,0,0,0,4,3,1,5,2,9,0,3
19,0,0,0,0,0,4,3,0,3,2,9,0,3
20,0,0,0,0,0,0,3,2,9,-1,7,0,2
21,0,0,0,0,0,0,3,0,4,-1,7,0,2
22,0,0,0,0,0,0,4,-1,7,3,4,0,1
23,0,0,0,0,0,0,4,3,2,3,4,0,3
24,0,0,0,0,0,3,2,3,4,2,8,0,3
25,0,0,0,0,0,3,2,2,8,-2,-1,6,2
26,0,0,0,0,0,2,8,-2,-1,-2,-1,6,1
27,0,0,0,0,0,1,5,-2,-1,-2,-1,4,1
28,0,0,0,0,0,1,5,2,9,-2,-1,0,2
29,0,0,0,0,0,1,5,2,9,2,9,0,3
30,0,0,0,0,0,2,9,2,9,1,5,0,3
31,0,0,0,0,0,2,9,-1,7,1,5,0,1
32,0,0,0,0,0,-1,7,1,5,1,12,0,0
33,0,0,0,0,0,-1,7,3,4,1,12,0,0
34,0,0,0,0,0,3,4,1,12,0,6,0,3
35,0,0,0,0,0,3,4,2,8,0,6,0,3
36,0,0,0,0,0,2,8,0,6,-2,-1,0,2
37,0,0,0,0,0,2,8,-2,-1,-2,-1,0,1
38,0,0,0,0,0,2,9,-2,-1,-2,-1,0,1
39,0,0,0,0,0,2,9,4,11,-2,-1,2,2
40,0,0,0,0,0,2,9,1,5,4,11,0,3
41,0,0,0,0,0,1,5,4,11,4,8,0,3
42,0,0,0,0,0,1,5,1,12,4,8,0,3
43,0,0,0,0,0,1,12,4,8,4,6,0,3
44,0,0,0,0,0,1,12,0,6,4,6,0,3
45,0,0,0,0,0,0,6,4,6,-2,-1,5,2
46,0,0,0,0,0,0,6,-2,-1,-2,-1,0,1
47,1,0,0,0,1,4,11,-2,-1,-2,-1,2,1
48,0,0,0,0,0,4,11,-2,-1,-2,-1,0,1
49,0,0,0,0,0,4,11,4,8,-2,-1,0,2
50,0,0,0,0,0,4,8,-2,-1,-2,-1,1,1
51,0,0,0,0,0,4,8,4,6,-2,-1,1,2
52,0,0,0,0,0,4,6,-2,-1,-2,-1,0,1
53,0,0,0,0,0,4,6,-2,-1,-2,-1,5,1
0,0,0,0,0,0,0,10,-2,-1,-2,-1,0,1
1,0,0,0,0,0,0,10,-2,-1,-2,-1,0,1
2,0,0,0,0,0,0,10,3,11,-2,-1,1,2
3,0,0,0,0,0,3,11,-2,-1,-2,-1,1,1
4,0,0,0,0,0,3,11,2,10,-2,-1,0,2
5,0,0,0,0,0,2,10,-2,-1,-2,-1,0,1
6,0,0,0,0,0,2,10,-2,-1,-2,-1,1,1
7,0,0,0,0,0,4,3,-2,-1,-2,-1,3,1
8,0,0,0,0,0,0,10,4,3,-2,-1,3,2
9,0,0,0,0,0,0,10,4,3,0,3,0,3
10,0,0,0,0,0,0,10,3,11,0,3,0,3
11,0,0,0,0,0,3,11,0,3,0,4,0,3
12,0,0,0,0,0,3,11,2,10,0,4,0,3
13,0,0,0,0,0,2,10,0,4,3,2,0,3
14,0,0,0,0,0,2,10,3,2,-2,-1,1,2
15,0,0,0,0,0,3,2,-2,-1,-2,-1,0,1
16,0,0,0,0,0,1,5,-2,-1,-2,-1,4,1
17,0,0,0,0,0,4,3,1,5,-2,-1,0,2
18,0,0,0,0,0,4,3,1,5,2,9,0,3
19,0,0,0,0,0,4,3,0,3,2,9,0,3
20,0,1,0,0,1,0,3,2,9,-1,7,0,2
