RL-GNN-STREET,REUR
6,3
8,2
5,2
6,4
6,4
5,6
5,2
8,2
9,3
5,2
8,3
5,3
10,3
9,4
3,2
10,2
4,2
11,5
8,5
11,6
8,5
7,3
10,4
5,4
4,7
11,2
10,3
8,2
10,2
11,2
5,4
8,3
6,4
11,2
5,3
10,2
3,7
8,3
10,2
7,4
7,3
10,3
10,3
7,6
10,2
10,3
5,8
10,3
6,4
6,10
4,2
10,5
8,5
4,2
5,2
6,3
10,3
8,2
11,3
2,2
10,4
6,4
7,2
11,2
10,4
9,2
5,3
6,2
10,4
10,2
7,4
10,2
9,2
10,2
11,4
5,2
10,2
10,4
5,5
10,3
9,2
5,3
10,2
10,2
5,8
10,2
10,7
4,4
10,2
10,3
11,2
10,3
10,2
11,2
10,2
11,2
10,2
10,2
10,3
11,2
10,3
10,2
10,4
11,2
10,2
8,3
10,2
10,2
10,2
10,3
8,5
10,2
10,2
10,2
11,3
6,2
10,2
10,2
10,2
10,2
10,2
8,2
10,2
4,7
10,2
10,2
10,2
10,3
11,2
10,3
8,3
8,5
10,2
5,3
10,2
6,2
8,3
10,2
10,2
10,3
11,2
11,2
8,3
10,4
8,4
10,2
11,2
10,3
10,3
9,5
10,2
11,2
10,2
10,2
10,2
9,5
11,3
3,5
5,9
11,5
10,2
6,3
9,3
7,2
7,3
6,4
6,2
10,5
7,2
5,3
11,2
11,2
10,2
6,2
10,2
6,2
9,5
8,2
6,3
10,2
5,5
10,2
8,3
10,2
6,5
9,6
10,3
8,3
6,6
10,2
11,2
8,2
6,3
10,3
10,2
10,3
7,4
10,4
6,4
10,2
