RL-GNN-STREET,REUR
4,2
10,3
8,4
8,2
7,4
4,4
7,4
5,2
9,2
8,2
3,8
10,2
10,2
6,8
7,2
4,7
6,2
5,4
10,3
5,2
9,2
10,4
2,2
10,3
6,2
10,3
10,2
6,3
10,3
11,2
10,2
10,2
10,3
10,2
8,3
9,6
10,8
10,2
6,2
10,2
7,3
10,4
2,3
8,2
10,3
5,6
4,3
7,4
2,5
10,3
5,2
10,3
5,5
9,5
9,4
10,2
4,4
7,4
9,2
6,4
6,4
9,4
9,4
10,5
8,3
8,3
7,2
10,4
10,6
10,2
4,4
4,6
5,3
4,2
8,2
6,3
10,2
10,2
7,2
10,3
9,3
10,5
6,2
10,4
8,5
7,2
7,2
5,2
6,3
10,3
10,2
7,2
3,4
7,2
6,3
10,2
4,2
10,5
4,5
10,5
6,2
8,3
4,2
6,2
8,5
10,4
7,2
5,2
8,5
6,2
10,2
5,2
7,2
2,2
4,2
9,3
5,2
8,4
10,2
9,5
6,3
10,2
4,7
10,2
10,2
9,2
10,2
5,2
8,2
3,6
5,3
5,3
10,2
10,4
10,2
5,2
4,2
9,2
8,6
10,2
10,2
7,4
10,3
4,2
9,3
10,2
10,3
8,2
3,6
4,4
7,4
5,2
4,3
10,2
10,2
6,2
8,4
5,6
6,2
4,3
4,2
10,2
9,3
3,4
11,2
11,3
10,2
10,2
6,2
2,3
4,5
8,3
10,2
10,2
10,5
10,2
5,2
3,7
7,4
3,4
10,3
4,3
4,5
4,3
4,5
11,2
11,5
10,2
7,2
8,2
10,2
9,2
10,4
9,2
9,3
5,4
4,2
6,2
4,3
10,3
