RL-GNN-STREET,REUR
7,2
6,3
8,4
6,2
5,2
6,3
10,3
9,3
7,4
6,2
9,3
5,6
7,2
6,5
7,2
2,2
6,2
4,6
10,2
7,2
10,2
7,2
3,7
7,3
6,3
10,2
8,3
4,4
8,3
10,4
9,2
9,2
4,3
7,2
7,3
10,5
11,2
7,6
7,4
6,2
10,2
7,6
9,6
8,2
4,2
6,2
5,7
7,10
10,2
10,2
6,5
10,2
10,2
10,2
9,3
9,2
10,3
10,4
10,2
10,4
10,3
6,7
10,8
3,3
8,6
4,7
2,2
11,2
7,2
11,2
9,3
6,3
5,2
5,7
9,2
10,2
6,4
10,2
11,3
6,9
9,5
11,2
8,4
10,5
6,2
10,2
10,2
4,6
10,4
10,4
11,2
11,3
11,2
10,3
10,2
8,6
5,9
9,3
11,2
10,2
10,3
10,2
10,2
10,2
10,2
7,2
10,3
5,3
9,2
10,2
9,2
10,2
7,2
10,4
10,2
10,5
11,2
9,5
3,9
7,2
5,3
6,2
4,3
10,3
10,2
11,3
10,8
6,2
8,3
10,2
10,3
7,3
11,2
10,2
6,3
10,2
8,2
10,2
9,3
10,2
5,7
10,4
10,4
10,2
8,4
10,2
10,2
10,2
10,2
10,2
10,2
7,2
11,3
7,2
8,3
7,4
10,3
10,2
10,2
10,2
10,2
10,2
9,4
10,4
10,2
6,4
10,3
10,2
11,4
10,2
10,2
10,2
10,3
10,3
10,2
4,10
10,2
10,2
4,9
10,3
10,5
10,3
10,2
6,2
10,4
10,2
10,2
9,2
9,2
6,2
10,3
10,4
10,2
11,2
11,2
10,7
5,6
4,6
10,2
5,5
6,4
10,2
6,3
10,3
9,2
10,2
8,2
10,2
10,2
6,2
11,2
10,5
10,3
10,2
10,2
11,2
8,2
10,2
10,4
9,2
11,2
4,8
10,2
10,5
10,2
6,4
10,2
10,2
10,2
10,2
10,2
11,2
10,2
10,2
9,2
8,2
3,6
7,4
10,2
3,3
11,2
10,2
11,3
10,4
10,3
4,6
5,2
10,2
11,2
10,2
10,2
10,2
10,4
10,2
10,2
10,2
10,4
8,4
10,4
10,2
11,3
10,2
11,2
10,2
6,3
11,2
10,2
10,2
4,3
11,2
11,4
10,2
10,2
10,3
10,2
10,2
10,2
10,2
10,3
6,2
4,3
3,3
6,2
10,2
10,2
3,5
10,2
11,2
8,5
10,2
10,2
10,4
9,3
10,2
10,4
11,2
10,2
10,2
10,4
10,2
