RL-GNN-STREET,REUR
8,2
5,6
5,2
3,8
9,4
8,2
8,4
2,4
8,3
11,2
10,4
6,2
6,4
6,3
5,4
10,3
8,4
3,2
6,5
10,2
10,5
9,4
4,2
2,2
4,7
7,5
10,3
10,2
10,2
8,3
7,2
11,2
10,3
5,7
10,2
4,6
5,2
9,3
2,4
5,3
5,3
8,5
7,2
8,2
10,5
6,2
8,6
7,5
7,2
7,3
10,6
5,3
8,7
5,4
8,2
5,5
10,3
7,5
10,4
4,2
6,2
6,5
10,3
7,4
10,2
10,2
11,2
6,10
11,3
7,5
6,3
10,2
7,2
10,4
6,3
10,7
11,2
10,2
10,6
11,3
8,2
6,5
10,8
9,4
9,3
9,2
9,2
10,2
5,9
10,2
6,3
10,2
10,3
2,4
10,5
3,2
10,9
7,4
8,3
4,2
9,2
9,3
5,2
10,3
8,2
10,2
5,4
10,4
9,2
6,2
10,2
8,3
6,2
8,5
9,3
4,7
5,3
10,2
6,2
5,6
10,2
10,2
7,2
9,2
4,3
3,4
2,2
4,2
10,2
2,3
10,2
9,2
10,2
10,3
8,5
2,4
5,5
10,2
10,3
6,3
10,2
8,5
4,2
10,2
10,2
7,4
7,4
10,2
10,3
8,2
2,5
4,6
10,2
3,2
11,2
11,2
9,2
2,2
7,2
8,2
10,2
11,3
10,4
10,3
10,2
4,2
10,5
10,2
9,3
10,4
10,3
10,3
5,4
9,3
11,3
10,3
11,2
5,9
2,7
9,4
11,2
10,5
10,3
11,2
4,3
11,2
10,2
10,2
10,4
10,6
10,4
5,2
9,7
11,2
2,2
8,4
3,5
4,3
11,3
10,2
10,2
10,2
10,3
8,2
10,3
3,8
10,3
11,5
10,2
11,2
10,3
10,2
11,2
10,2
9,4
2,4
9,2
7,3
11,2
10,3
9,3
3,2
10,2
6,2
9,3
11,2
10,2
9,5
10,2
10,2
10,3
10,2
4,2
7,3
10,2
5,5
10,6
8,5
10,3
8,2
7,2
10,2
2,2
10,2
10,6
11,4
10,3
5,4
10,2
6,4
4,2
2,2
10,3
10,2
7,7
2,2
10,4
11,2
7,2
10,2
11,3
7,4
10,2
10,2
11,3
10,2
10,3
9,4
7,4
10,4
8,3
10,5
4,5
10,2
10,3
10,2
10,2
10,2
5,3
10,4
7,8
10,2
10,2
10,2
10,2
7,5
7,2
3,2
5,2
10,2
11,3
10,3
10,3
2,7
10,2
10,2
2,2
10,2
10,2
10,2
